,TESTO,DOPPIE,INV. OMIS. INS. LETT/SILL,FUS./SEP ILL.,SCAMBIO OMOF.,H,ACCENTI
1263,,0,0,0,0,0,0
1264," Io sono una ragazza che gode di pochi pregi,e tantissimi difetti. I pochi pregi che ho li tengo in evidenzia, stando zitta, in modo tale che tutto ciò che vorrei dire di brutto e offensivo mi rimane dentro, quindi è anche più facile mantenere i segreti e non mettermi in lite con i miei amici; ma quando sono stressata alla minima cosa irritante che mi dicono, io come una bestia caccio fuori tutto ciò che penso di negativo di loro. Sono una ragazza molto timida, perciò mi è difficile relazionarmi con persone a me sconosciute. Facendo amicizia lentamente, rispetto ai miei coetanei mi è capitato alcune volte di essere triste e noiosa, forse anche perché mi fido molto facilmente delle persone e delle loro promesse, che quando mi deludono, mi fanno isolare ancora di più rispetto a prima … E tutti sanno che la solitudine porta al cibo. Purtroppo io, non è che mangio una volta ogni tanto di più, a volte mi sembro una donna africana che non vede cibo da più di 30 anni.",0,0,0,0,0,0
1265," Con gli amici stretti invece non mi controllo proprio, sono una pazza scatenata che può sembrare anche un po’ malata di mente. Io e delle mie amiche parliamo sempre dei 1D passiamo le ore a vedere i loro nuovi video, io, soprattutto li ho sempre nella mente, sono cotta, come incantata in un sogno infinito chiamato “Directioner”. Può sembrare strano ma anche se amo così tanto la musica, sono una campana nel canto, azzeccherò massimo una nota su venti. Io odio avere attorno persone appiccicose, che si interessano di tutto ciò che fai, che hai, insomma, troppo appiccicose. Sono una persona, molto generosa, donerei tutti i soldi che ho alle persone malate e ai poveracci, ma la mia breve vita mi ha insegnato che sono tutti falsi, alla fine, anche uno zingaro ha un telefono decente; perciò ho imparato a ricordarmi tutto ciò che studio e che vedo, in modo che nessuno potrà fregarmi, e anche ad essere un po’ più tirchia.",0,0,0,0,0,0
1266," Sono appassionata di film ed ho imparato quindi, ad essere pessimista, come dice il detto “spera in bene, ma preparati al peggio”, almeno non resto di stucco quando prendo brutti voti o cose del genere. credo che non saper dire le bugie è una via di mezzo tra “difetto e pregio” perché è brutto essere un bugiardo, ma una piccola bugia ogni tanto ci vuole.  Sono una grande tenerona, mi fa pena quasi tutto. Due mi passioni da quando ero piccola sono il disegno, e lo sport. Sono sempre stata una grande sportiva, ho fatto nuoto, calcio, tennis, e pattinaggio sul ghiaccio, ora faccio judo. Ho vinto molte gare e attualmente sono campionessa regionale e vice-campionessa italiana. Un punto fondamentale che detesto di me è la corporatura, sono troppo alta e ho quel filo di pancetta che posso utilizzare per definirmi grassa. Tutto sommato avrò anche 1000 difetti, ma sono questi, che mi rendono unica al mondo.",0,0,0,0,0,0
1267,  ,0,0,0,0,0,0
1268," Ricordi di una sognatrice Mi piace sempre immaginare il mio futuro soprattutto di quando sarò anziana. La nipote Eleonora a casa della nonna Claudia.  La nonna guardava la TV sulla sua poltrona, mentre la nipote sbirciava tra le cose della nonna,e trovò un libro incuriosita andò dalla nonna a chiedergli cos’era. La nonna gli disse che era un suo diario di quando era giovane. Lo aprirono. La nipote vide uno foto con 5 ragazzi e gli chiese chi fossero, la nonna confusa non si ricordò. Poi, sfogliando le pagine di questo diario vide una lettera dedicata a questi cinque ragazzi, e da lì si ricordò. Flashback: Claudia in un giorno d’estate come tutti gli altri, andò sul suo computer a cercare qualche video di canzoni. Sotto c’era scritto One Direction. Claudia per sbagliò cliccò, per sbaglio vide un loro video e per sbaglio si innamorò subito di loro. Cinque ragazzi così belli pieni di talento che gli miglioravano le giornate. Li seguiva dappertutto,parlava sempre di loro ai suoi amici. Aveva tutti i loro CD tutte le loro felpe,insomma, tutto dove cerano loro. Quante notti sveglia solo per vedere sui social network cosa scrivevano,quanti giorni a piangere solo perche voleva vederli,ma non da uno schermo, ma provare l’emozioni di stare sotto quel palco a cantare insieme a loro. Da quando li aveva conosciuti andava sempre in giro con il sorriso, tutti i giorni a guardare i loro video che la facevano divertire. Loro pazzi delle loro fan,le Directioners, e le Directioners pazzi di loro. Giravano tante critiche su di loro senza motivo, ma Claudia li difendeva sempre pur non conoscendoli fisicamente,ma in fondo,il suo primo e vero amore erano loro.",0,2,0,0,0,0
1269," Un giorno arrivò una lettera. La lettera più bella almeno per le Directioners. I biglietti per andare a un loro concerto. Sul viso di Claudia scendevano molte lacrime, ovviamente di gioia. Leggeva sempre una bellissima frase tutti i giorni che era:’’domani li incontrerai’’ e finalmente arrivò il giorno tanto atteso il 29\06\14.Riuscì a realizzare il suo sogno e quell’abbraccio atteso da una vita,e lei sapeva che non li lasciava mai e che sarebbe cresciuta insieme a loro. Il loro scopo era far sorridere le Directioners tutte e ci sono riusciti. La nonna era incantata su quella lettera e gli scendevano tantissime lacrime di gioia, la nipote gli disse allora chi erano questi cinque ragazzi e la nonna piangendo sempre di più gli disse:loro mi hanno rubato il cuore,loro, gli One direction.   ",0,0,0,0,0,0
1270,"  Racconto Horror  Fenomeno Paranormale. A Alcatraz  Restate vivi alla fine del racconto . Età consigliata 18+  Data: Venerdì 27 Gennaio Ore: 15:30  Luogo: Ospedale Psichiatrico di Alcatraz Io e i miei amici Tom e Alfred siamo appena sbarcati a Alcatraz per andare a trovare Tomas, detenuto del Pannello C di Alcatraz, non pensavo che Alcatraz fosse così curata, dai libri sembrava un posto quasi distrutto invece era tutto il contrario: il prato era curato e i detenuti pulivano le strade. Ho avuto quest'illusione per ben 5 giorni finché non mi svegliai nella torre del Faro. Qui mi dissero che era il posto più vicino e mi dissero anche che i miei amici erano stati uccisi, ma non mi rivelarono da cosa. Il giorno dopo ero in cerca di risposte perché non capivo cosa potesse essere successo in quel luogo ma ne trovai subito una, in pratica durante il viaggio in nove stavo sul ponte e ho sbattuto la testa a causa di un onda, quindi Alcatraz tutta curata era solo un'illusione. Ricevuta questa scioccante notizia mi armai di telecamera e andai a riprendere quello che accadeva fuori.",0,0,0,0,0,0
1271," Arrivato al Padiglione C non trovai nessuno solo traccie di sangue e una nebbiolina fitta, ogni tanto sentivo urli che finivano con grandi tonfi. Proseguii per il corridoio destro della lato B del Padiglione vicino alla scala di emergenza n 4112. Di colpo cadde un coltello propio di fronte a me, impaurito iniziai a filmare tutto, continuai a muovermi fino a che non vidi una donna con una camicia bianca strappata che gli arrivava fino alle ginocchia, gli chiesi come si chiamava, ma nessuna risposta, allora gli dissi che non doveva avere paura di me e lei mi rispose: «Infatti sei tu che dovresti averne di me» e impaurito da quella risposta aggiacciante gli chiesi «Perché» ma lei non mi rispose, si girò e vidi la sua faccia, sembrava normale ma diventò intorno alla bocca e alle orbite di un nero pece, fece uno strillo altissimo, prese un coltello e cominciò a inseguirmi, mi nascosi dentro una porta con scritto ESP, non sapevo cosa significava ma nemmeno mi preoccupava e è li che mi sbagliavo perché era propio la stanza dove la donna dormiva, Rimasi li per tutta la notte e poi scappai, pensai che il peggo fosse accaduto ma evidentemente mi sbagliavo perché proseguendo verso l'uscita vidi delle persone impiccate. Uscito dal Padiglione andavo verso il Faro ma vidi che c'era l'alta marea e quindi non potevo raggiungerlo. Rimasi ancora dei giorni sull'isola e quando tornai sul faro erano tutti morti. Chiamai la polizia e mi dissero che sarei dovuto stare ancora due giorni prima dell'arrivo della nave. Passate quelle interminabili notti vidi la nave in lontananza e quindi andai al molo, attraccata la nave il conducente era propio la donna incontrata nel Padiglione C, presi subito un bastone in legno, ci attaccai il coltello e la ferii. Cercavo un metodo per scappare ma c'era solo il traliccio che portava l'elettricità al Faro, usai il mio bastone in legno per salirci e scivolare via per evitare di folgorarmi, vidi la donna che aveva paura dell'elettricità quindi legai il cavo elettrico alla lama e la folgorai. Poi presi la nave e scappai da quell'Isola misteriosa e malvaggia. Ancora nessuno è riuscito a spiegare le immagini raccolte nel video. Io vi consiglio di non andare mai su quell'Isola:",0,0,0,0,0,0
1272,  perché ancora nessuno sa se quelle creature sono rimaste vive Ho scritto questo racconto da qui a Niew Jorck nella mia camera da letto.,0,0,0,0,0,0
1273,  Un giorno d'estate io mio padre e un nostro amico il proprietario della barca. Verso le 6 dal mattino partiamo e e usciamo dal porto e decidiamo di far guidare me.  Allora io così punto la rotta sul radar e via a tutto gas. Arrivati alla secca incominciamo a pescare. Il primo lancio è mio e calo il filo in mare e appena arriva sul fondo subbito abbocano e tiro sui primi due pesci della giornata.  Dopo aver preso una trentina di pesci ci mettiamo a tonni. Dopo mezzora di lanciare sarde scappa il tonno e così Ciccio raccoglie la corda e papà prende l'arpione appena il tonno è sotto la barca papà lo arpiona e così lo tirano sulla barca. Dopo un quarto d'ora quando era morto gli tolgono le interiora. Più tardi puliamo la barca dopo averla pulita rientriamo in porto. Papà va a prendere la macchina. carichiamo il tonno nel cofano e corriamo a casa a metterlo in frigo. Questa è stata un esperienza fantastica da cui ho preso molte cose.,1,0,1,0,1,0
1274,,0,0,0,0,0,0
1275,"  Io, in questo tema, sarà del tutto sincero. Cominciamo. Come tutti sanno, io ho un atteggiamento ""spavaldo"" e vivace. Infatti, già dall'inizio della prima media avevo avvisato alcune persone della mia classe che non avrei considerato o le avrei messe da parte nella mia mente. Ultimamente, tra i giovani, nascono atteggiamenti ingiusti nei confronti di altre persone. La classificazione più usata dagli adolescenti è quella in cui si distinguono ragazzi/e popolari e ragazzi/e non popolari. Anche io mi sono fatto condizionare da questo atteggiamento ""idiota"" e ho evitato delle persone che mi vogliono davvero bene e mi considerano un vero amico. Un grosso aiuto per capire che il mio comportamento fosse sbagliato, mi è stato dato dal camposcuola di prima media, dove ho conosciuto meglio tutti i miei veri amici. Ad esempio, tutto questo è capitato con il mio amico Abhi. Dal primo giorno che lo ho conosciuto, senza pensare, l'ho giudicato un amico che non mi sarebbe stato d'aiuto.",0,0,0,0,0,0
1276," Anche quando lui mi cercava, mi chiedeva un consiglio, io cercavo sempre di evitarlo e quando lo vedevo soffrire non facevo mai niente per lui. Solo durante il camposcuola, passando più tempo con lui, sono riuscito a capire che mi stavo comportando davvero molto male nei confronti di persone che mi vogliono davvero molto, molto bene.  Ora io ed Abhi passiamo la maggior parte del tempo insieme e ogni giorno che lo vedo capisco sempre di più che avevo sbagliato ad evitarlo perché lui, per me, è molto importante. Ogni volta che sono triste e mi chiudo in un angolo nei miei pensieri, lui viene sempre ad aiutarmi e a consolarmi. Con altre persone, invece, sono riuscito a ""legare"" solo in seconda media. L'esempio più chiaro che potrei usare, è quello dell'amicizia, nata da poco, trame e Silvia. Con lei non sono riuscito a legare nemmeno in camposcuola. Per diventare amici siamo stati vicini di banco per un mese.",0,0,0,0,0,0
1277," Inizialmente non ci guardavamo nemmeno. Col passare del tempo, abbiamo iniziato a fare i primi passi in avanti fino a quando non siamo diventati amici. Potrei aggiungere un'altra pagina di esempi ma due ne bastano per dimostrare che l'apparenza inganna e che le persone che ti vogliono davvero bene, anche se evitate, prima o poi le conoscerai fino in fondo. Per questo che ho raccontato, io chiedo scusa a tutte le persone con cui, durante l'anno scorso, mi sono comportato in maniera sleale e ingiusta. Se potessi riassumere il mio tema con una parola chiave, io userei legame, la parola che mi ha aiutato a stringere un'amicizia con molte altre persone.",0,0,0,0,0,0
1278," Secondo me la musica è molto importante, ha grandi poteri sulle persone, riesce a trasmettere messaggi profondi e a influenzare le loro opinioni, oltre che essere per noi ragazzi un mezzo per poterci calmare e uno svago. Che sia una canzone o semplicemente un brano musicale non ha importanza, come non ne ha se ascoltiamo del rap o della musica etnica; la musica, in ogni caso, ci può insegnare qualcosa. Quando sono arrabbiato e sono in difficoltà la musica è in grado di tranquillizzarmi e di farmi riflettere, dandomi fiducia in me stesso e riaccendendo la fiamma della mia forza di volontà. Anche suonare il pianoforte comunque mi dà un senso di carica e riesce a farmi dimenticare i miei brutti pensieri, specie quando suono brani che mi piacciono. La musica è un mezzo di espressione e molti cantautori hanno cantato contro le ingiustizie attraverso le loro canzoni come ad esempio Bob Dylan, un cantautore di fama internazionale, anticonformista, che stimo molto per i contenuti pacifisti dei suoi bellissimi testi.",0,0,0,0,0,0
1279, Io considero la musica in tutte le sue forme una vera e propria arte che non bisogna tralasciare. Io amo la musica perché puoi trasferire tutte le tue sensazioni e pensieri brutti o belli che siano in modo accessibile a tutti e ascoltare quelli degli altri e comprenderne il significato. Ovviamente ognuno ha i suoi gusti ed è libero di ascoltare quello che vuole ma a molti per paura di non essere accettati sono costretti a non seguirli e questo comportamento non mi piace assolutamente ,0,0,0,0,0,0
1280," Un giorno passeggiando nel bosco vidi una macchina molto strana, mi avvicinai e lessi: macchina del tempo, ci entrai e misi la data del 2020; girai la chiave e dopo pochi secondi sentì una scossa, chiusi gli occhi ed una volta riaperti mi ritrovai nel 2020, all’inizio vidi tutto bianco ma poco dopo vidi un auto bus fluttuare dietro di me e mi prese un colpo, arrivò una persona e mi disse: «vieni con me? » mi porto ad visitare l’Italia: all’inizio sono rimasto senza fiato le case erano fatte di vetro lucente, mentre alcune case in vetro scuro per non far vedere niente, al posto dei marciapiedi c’erano delle pedane che scorrevano sul suolo. Le macchine non c’erano, le persone andavano con degli autobus giganti che questi avevano dei led sotto per farli sembrare più belli. Poi scoprì che gli Euro (soldi) non esistevano più esistevano gli stad dei pezzi di ferro con scritto sopra il valore. Le scuole erano enormi: era pieno zeppo di belle ragazze della mia età e i professori e le professoresse molto giovani e molto bravi. Vedendo queste cose diventai tutto rosso e poi svenì un signore mi svenì all’ospedale una volta arrivati all’ospedale mi svegliai e vidi che l’ospedale era tutto tecnologico che, invece delle persone c’erano i robot, lì rimasi sbalordito dato che mi curarono subito. E dato che si viveva bene decisi di rimanerci altri due anni, poi trascorsi i due anni ritornai dalla mia famiglia. Quella esperienza non la dimenticherò mai.",0,0,0,0,0,0
1281,,0,0,0,0,0,0
1282,"  Tutti amano la musica e la ascoltano sempre, sopratutto quando stanno in momenti tristi e la musica li aiuta. La musica è formata in tantissime forme, per esempio il rap, il pop, la musica classica ecc. la possiamo suonare in tantissimi modi: con le mani, con la chitarra, con il pianoforte... La musica è la cosa più bella del mondo perché può capire i tuoi sentimenti, le tue lacrime, la tua felicità come nessun'altro può capire; è proprio lei la tua medicina, anche se non parla, ti fa star bene con il ritmo, con le poche parole che usa, con la melodia, i sottofondi questo mondo ci puoi vivere, ma è troppo lontano per arrivarci con i piedi, con la macchina, nemmeno con l'aereo, è lontano, lontanissimo, ma l'entrata è facile, ce la possiamo avere tutti, non è una porta ma semplicemente un paio di cuffie che te le metti nelle orecchie, premi start e ci arrivi, nessuno sà dove sta, né quant'è lontano... ma lei sta proprio nella nostra mente, dove la immagini e ci resti quando ascolti una musica sembra che è passato un secolo, ma nel mondo reale solo cinque minuti di tempo: la possiamo definire come un “mondo parallelo”.",0,0,1,0,0,0
1283,,0,0,0,0,0,0
1284," Il fantastico mondo dei libri.  Leggere un bel libro, è molto meglio che guardare un film, poiché leggendo un libro, interpreti a modo tuo ciò che in un film è rappresentato in un'altra maniera da quella che immagini tu. Concentriamoci su quelle perle di saggezza fatte in carta, che se ne stanno adagiate nella biblioteca, pronte a riempire la testa di insegnamenti al primo che ci mette lo sguardo tra le pagine: i libri. Da sempre, uno dei passatempi preferiti da grandi e piccini; alcuni ti coinvolgono, così tanto che una volta che ti sei messo a leggere non smetti più, e ti perdi nel tuo mondo immaginario. È questo il bello dei libri, non solo puoi ammirare l'opera scritta dall'autore e capirne il significato fino in fondo, ma puoi anche immaginare le vicende, le azioni che i personaggi compiono, una specie di ""film mentale"". Leggere un libro è emozionante, ma scriverne uno di persona lo è ancora di più: ti immergi nei tuoi pensieri di fantasia e scarichi le tue brillanti idee, e dopo che hai finito, hai la soddisfazione di aver lavorato sodo ottenendo ottimi risultati. La sensazione che si prova quando si sfogliano le pagine di un libro... indescrivibile: col suo profumo di carta, e lo ""scricchiolio"" dei fogli che emergono dal silenzio più profondo. Molti, ai tempi di oggi, preferiscono acquistare libri in forma elettronica, sia per la maggiore comodità e le ridotte dimensioni, sia perché in un dispositivo puoi mettere decine di libri. Ma non tutti preferiscono questo modo; alcuni non possono permetterselo, altri (come me) preferiscono leggersi un buon libro di carta, che leggere un libro su un ammasso di plastica e una batteria che dura un secondo. Ricapitolando: i libri sono delle bellissime opere, accessibili a tutti, e soprattutto rendono la comunità più intelligente e consapevole delle proprie azioni quotidiane, poiché talvolta ci forniscono importanti lezioni di vita e insegnamenti che ci invitano ad avere un buon comportamento.",0,0,0,0,0,0
1285,,0,0,0,0,0,0
1286," L’uomo ha da sempre dominato questo Pianeta ma non se nè mai preso cura. Facendo così il Pianeta ne ha iniziato a risentire, e andando avanti le conseguenze si sono riscosse su di lui. Questa non curanza ha cominciato a scatenare disastri. Ecco le cause di queste. L’uomo andando avanti col tempo si è evoluto, e con lui anche le sue invenzioni. Egli ha costruito molte invenzioni ed alcune possono essere letali per lui ma altre no, un invenzione molto letale per lui è la macchina, essa quando è in moto emana dei gas tossici che si raggruppano insieme e formano una nuvola tossica che si innalza in cielo e arriva sullo strato di ozono e lo comincia ad eliminare progressivamente, ma questi sono dannosi anche per lui perché l’aria che respira è inquinata. Per ovviare a questo problema, egli potrebbe utilizzare mezzi ecologici. Dato il fatto che il buco nell’ozono si sta allargando i raggi ultravioletti del Sole entrano nella nostra atmosfera e avviene così il surriscaldamento globale, con questo i ghiaccia cominciano a sciogliersi, così facendo avviene l’innalzamento delle acque e dato che l’uomo, e dato che l’uomo costruisce dove non deve e modica continuamente l’ambiente a suo vantaggio, e così la natura non può più fare il suo corso e crea disastri. Un altro effetto è la desertificazione, che è letale perché significa che i deserti cominciano ad espandersi e così rendono impraticabili i terreni e cominciano le carenze di cibo prodotto e cominciano a diminuire i posti di lavoro e aumenta la povertà. Ma un altro fattore che distrugge il lavoro sui campi è l’industria che per buttare i suoi rifiuti tossici dovrebbe pagare molti euro così decide di pagare i mafiosi per farli seppellire allora tutto quello che si mangierà e verrà da quel campo sarà tossico e radioattiva e noi così muoriremmo. Ma l’uomo si distrugge da solo perché lui continua a riprodursi ed eccessivamente e cosi prima mancano i posti per vivere ma anche quelli di lavoro. Oppure si fa influenzare troppo, o ancora peggio odia tutto ciò che è vecchio ad esempio ad esempio le case e non le vuole far ristrutturare ma ricostruire e spende molti euro.",0,2,2,0,0,0
1287, ,0,0,0,0,0,0
1288," Vedo questa sedia vuota che mi ricorda mio padre di nome Akhtar Usen che è morto morto quando ero piccola. era un uomo molto generoso e se vedeva una persona che aveva bisogno di soldi anche non li aveva, li prendeva in prestito da qualcun altro e li prestava a lui. Mio padre è stato tre volte in Italia e andava per le vacanze in Pakistan l’ultima volta che è andato per le vacanze in Pakistan è morto. è successo cosi che l’amico di mio padre aveva bisogno di soldi e mio padre glieli ha prestati, dopo quando i soldi servivano a mio padre, l’amico gli dice che non gli va di restituirglieli. Mio padre gli dice che gli taglia la mano e l’amico gli dice ci incontriamo da qualche parte dopo che si vedono ammazza mio padre. Il nemico è andato in galera per cinque anni. Mio padre adorava questa sedia, quando vedo questa sedia vado nel flash back e inizio a piangere quando mi sento sola prendo la foto di mio padre e mi metto sulla sedia egli scrivo una lettera e scrivo che mi manca T.V.T.T.B sei il miglior papà del mondo voglio venire da te o tu ritorni da me, quando piango ti voglio vicino a me posso fare tutto per te papà. Ti amo il giorno del mio compleanno hanno ritrovato mio padre perche è morto il 25 settembre e il mio compleanno e il 29 settembre.",0,0,0,0,0,0
1289, ,0,0,0,0,0,0
1290," Io ho letto un libro che si chiama “game of thrones”, che più che essere un libro è un volume di tutti gli altri “game of thrones”, precisamente il primo e il secondo. Strutturalmente è un libro di 855 pagine di cui 833 “appartenenti alla storia”, ad ogni pagina ci stanno circa tra 40 e 45 righe con lettere corsive normali. Da leggere, è stato il libro che mi ha appassionato più di tutti, perché a volte mi sembrava di leggerlo in prima persona e le emozioni e le idee dei personaggi, quel libro te li manda; non puoi fare a meno di leggerlo, perché ne rimani prigioniero finché non lo hai letto tutto. Mi ricordo che quando lo stavo leggendo (l'ho le in estate), una volta mia madre me lo dovette togliere di mano e lo nascose perché non andavo a tavola per quanto mi avesse coinvolto. La trama è la seguente: In una terra fuori dal mondo, dove le state e gli inverni possono durare intere generazioni, sta per esplodere un immane conflitto. Sul Trono di Spade, nel Sud caldo e opulento, siede Robert Baratheon. L'ha vinto dopo una guerra, togliendolo all'ultimo, folle re della dinastia Targaryen, i signori dei draghi. Ma il suo potere è minacciato: all'estremo Nord, la Barriera - una muraglia eretta per difendere il regno da creature primoldiali e soprattutto dagli Estranei - sembra vacillare. Si dice che gli estranei siano spariti da secoli. Ma se è vero, cosa sono quelle creature che uccidono o rubano il senno alle persone che le incontrano? La fine di una lunga estate sta venendo, l'inverno sta venendo e non durerà poco: solo un nuovo prodigio protà squarciare le tenebre. I personaggi centrali, i ""buoni"" sono i Stark, una delle case nobili del regno (che sarebbe il mondo del libro) formata da Eddar Stark, il lord di grande inverno, sua moglie Catelyn figlia del lord Tully (Un'altra casa nobile.) e dai loro figli: Robb, 15 anni erede di grande Inverno, Sansa, figlia maggiore di 12 anni, Arya, figlia minore di 10 anni, Brandon detto ""Bran"", di otto anni ed infine il figlio minore Rickon, 4 anni. Parla dei personaggi, a balzi, ma non solo di casa Stark, ma anche di altri, un po' come il signore degli Anelli. È stata definita ""la miglior epopea"" da parte di Timoner Bradley, e dalla rivista americana TIME l'autore del libro (George R. R. Martin), “il maestro indiscusso del fantasy americano”, e infine ha vinto il best sellers. Io lo consiglierei tantissimo a tutti i tipi di lettori, e penso che sia il miglior fantasy al mondo!",0,0,0,0,0,0
1291,,0,0,0,0,0,0
1292, Ho l’adrenalina al massimo. Tremo ma non e per il freddo. Tiro. FuoriI ,0,0,0,0,0,0
1293, 1) l'articolo che ho letto mi è sembrato difficile perché non capisco le parole  2) gli argomenti che sono affrontati sono gli erori di grammatica Italiani e quello marò che hanno sparato ai pescatori perché hanno capito che hanno i pirati. 3) si sono d'accordo con il professore perché secondo me è giusto quello che dice Che i marò devono vivere in India per sapere come la vita dei pescatori poveri.,1,0,0,0,0,0
1294," Una notte ho sognato di essere per un giorno mio padre e di trascorrere questo giorno con mio figlio Gabriele. All’inizio lo porterei a fare colazione al bar e poi lo porterei a scuola. Innanzitutto aspetterei che tornasse da scuola e soprattutto gli cucinerei un buon pranzo, dopo aver mangiato lo aiuterei a fare i compiti e poi lo porterei con me a fare una passegiata. Poi tornerei a casa per ripassare un po’ mentre Gabriele scende con i cuoi amici a giocare. Quando arriva l’ora di salire a casa io lo porterei a vedere di calcio perché a me piace vedere le partite specialmente con mio padre. Prima di tornare a casa lo porterei a mangiare un gelato perche vorrei stare un po dasolo con mio figlio per dirgli che oggi mi sono divertito tantissimo e che canc canc questa giornata non finisse più.",0,1,0,0,0,0
1295," Era una giornata comune e io e la mia famiglia stavamo andando alla fiera della scienza.  Arrivati abbiamo visto dei signori che portavano una specie di macchina vicino i secchioni della spazzatura. Io così curiosa che sono andata subito a vedere: era una macchina tutta bianca e rotonda con sopra un cartello con scritto sopra: “Macchina del futuro”. Allora ho aperto la macchina per vedere come era dentro. Dentro la macchina c’erano una marea di pulzanti e io no ne ho potuto fare a meno spingere un pulsante appena io ho spinto quel pulsante, la macchina ha incominciato a girare, io cercavo di uscire, ma non ci riuscivo. Ad un certo punto la macchina si è fermata e io ho aperto subito la porta per vedere dove ero finita. Scesa dalla macchina sembrava tutto come prima. Allora sono entrata nella fiera, tutte le persone erano tristi, sembravano annoiate. Prima non era così le persone erano felici e non annoiate. Era un mondo solo di tecnologia non c’era divertimento. Le persone erano attratte da ogni tecnologia: telefoni, computer ecc solo a quello pensavano o telefono o computer. I ragazzi non uscivano più da casa e anche gli adulti. Finalmente sono uscita dalla fiera ritornando alla macchina cominciavo a pensare che fosse veramente il futuro di tutti.",0,0,0,0,0,0
1296, Allora comincio a pensare che dovrei rimanere per vedere come procede ma nell’altro mondo cè la mia famiglia non la posso lasciare allora penso di ritornare nell’altro mondo e poi ritornare qui per fare un po’ e un po’.,0,0,0,0,0,0
1297," Siamo arrivati in piscina io e gli altri abbiamo pagato e siamo entrati dentro, era bellissimo c’erano tante piscine, enormi scivoli e tanti trampolini, come all’acqua piper, ci siamo messi tutti il costume e abbiamo cominciato a giocare a pallone, dopo siamo andati tutti sullo scivolo a forma di chiocciola, dopo esserci divertiti abbiamo preso tutti i panini per mangiare, finito di mangiare ci siamo riposati e c’era chi prendeva il sole, chi dormiva e chi faceva una passeggiata, alla fine, siamo entrati tutti di nuovo nell’acqua e abbiamo giocato a schiaccia, passato un po’di tempo ci siamo vesti abbiamo preso dei bei gelati e cene siamo andati a casa mia a fare una festa. Arrivati a casa mia tutti ho messo la musica, ho preso qualche bibita, delle patatine e abbiamo cominciato tutti a ballare, e stata una notte pazzesca abbiamo giocato pure al gioco della bottiglia con i baci, mi e toccato baciare tre ragazzi e un’amica ma ne e valsa la pena, mi sono divertita tantissimo, peccato pero che non ho visto Ludovica e Giulio baciarsi sarebbe stata un’immagine troppo forte. Dopo qualche ora finita la festa sono andati tutti alle proprie case e io mi sono messa a dormire, la mattina dopo quando mi sono svegliata mi sono messa le mani in testa per il disordine che c’era in casa, ma per fortuna i miei non erano tornati. ",0,0,0,0,0,0
1298, ,0,0,0,0,0,0
1299," Il giorno mercoledì 10 Luglio 2013 mi è capitata un’esperienza incredibile, finalmente dopo 12 anni della mia vita ho avuto un amico anzi due ad Agropoli. Si chiamano Andrea e Valter, vengono a vela con me, di solito i miei compagni di vela erano gelosi di me perché li battevo sempre e non riuscivano a battermi e così non sono mai riuscito a socializzare con gli altri bambini o ragazzi. Questa estate invece sono riuscito ha socializzare con questi ragazzi e anche se li supero a li battevo rimangono sempre miei amici e ottimi rivali. Dopo la vela noi ci incontravamo all Vallone per andare ha nuotare e giocare. Giocavamo ha un gioco che abbiamo inventato noi si gioca così: puoi fare la rovesciata solo due volte e un tiro verticale 5 volte, il resto con le mani. Alla fine dell’estate abbiamo formato un gruppo dove ci incontriamo di estate. Questa esperienza per me è stata bellissima spero che non finisca mai.",1,0,0,0,1,0
1300,,0,0,0,0,0,0
1301," A proposito di cibo. Il cibo, essenziale per la nostra sopravvivenza. Quello che dovrebbero avere tutti, che non dovrebbe mancare a nessuno, che non deve essere sprecato o buttato. C’è chi né ha in abbondanza e non gli basta, e chi ne ha molto poco che anche quando gli manca sorride. Il cibo può sfamarti ma può essere anche una forma di sfogo. C’è chi ne mangia perché reagisce a particolari situazioni, qualcuno perché è stressato o perché è agitato. C’è anche chi il cibo lo consuma per mestiere. Qualcuno assaggia esso in vari ristoranti per giudicarli e pubblicare delle recensioni su di loro sul giornale e sul web. Qualcun altro lo assaggia per conto di un ente istituzionale per controllare se vi è qualcosa che può nuocere. Personalmente mi piacerebbe da adulto poter lavorare a stretto contatto con il cibo praticando mestieri come questi che ho appena elencato o come il cuoco. Attualmente però non sono un esperto cuoco. Riesco al massimo a cucinare della pasta al pesto o a preparare dei biscotti fatti in casa al limone. Per questo motivo oggigiorno sono più attirato ad assaggiarlo solo il cibo (cosa che già faccio con quello che prepara mia madre). Sono pure avvantaggiato perché sono nato in Italia. Io la definisco “La regina del cibo” perché quando vado in altri paesi non riesco ad apprezzare gli alimenti quanto gli apprezzo quando sono in Italia. È infatti una nazione con una tradizione alimentare ricca e antica. La caratteristica però più importante dell’alimentazione italiana è che essa è varia. Ogni regione ha la sua specialità e la sua produzione particolare. Le produzioni si distinguono soprattutto tra le varie zone del paese. Nel nord è rimasta la produzione di carne, al centro quella di pasta e pizza e al sud quella di agrumi e dolci. Mi piace, quindi, immaginare di fare un pasto “in tutta Italia”. Mangiare un primo piatto al centro. Un secondo al nord e il dolce e la frutta al sud. Essendo il Lazio la mia regione natale, tra tutti gli alimenti prodotti in Italia preferisco la pasta. Specialmente la pasta carbonara e amatriciana, prodotti tipici laziali. ",0,0,0,0,0,0
1302,,0,0,0,0,0,0
